2013/8/14,201308W2,7954
2013/8/7,201308W1,7936
2013/7/17,201307,8241
2013/6/19,201306,8019
2013/5/15,201305,8303
2013/4/17,201304,7808
2013/3/20,201303,7795
2013/2/20,201302,8022
2013/1/16,201301,7718
2012/12/19,201212,7659
2012/11/21,201211,7084
2012/10/17,201210,7460
2012/9/19,201209,7767
2012/8/15,201208,7468
2012/7/18,201207,7060
2012/6/20,201206,7311
2012/5/16,201205,7255
2012/4/18,201204,7620
2012/3/21,201203,7980
2012/2/15,201202,8005
2012/1/18,201201,7207
2011/12/21,201112,6952
2011/11/16,201111,7398
2011/10/19,201110,7330
2011/9/21,201109,7537
2011/8/17,201108,7754
2011/7/20,201107,8697
2011/6/15,201106,8839
2011/5/18,201105,8934
2011/4/20,201104,8792
2011/3/16,201103,8305
2011/2/16,201102,8719
2011/1/19,201101,9083
2010/12/15,201012,8727
2010/11/17,201011,8246
2010/10/20,201010,8119
2010/9/15,201009,8154
2010/8/18,201008,7918
2010/7/21,201007,7687
2010/6/17,201006,7520
2010/5/19,201005,7576
2010/4/21,201004,7980
2010/3/17,201003,7842
2010/2/22,201002,7558
2010/1/20,201001,8214
2009/12/16,200912,7752
2009/11/18,200911,7786
2009/10/21,200910,7705
2009/9/16,200909,7445
2009/8/19,200908,6795
2009/7/15,200907,6762
2009/6/17,200906,6203
2009/5/20,200905,6697
2009/4/15,200904,5860
2009/3/18,200903,5067
2009/2/18,200902,4514
2009/1/21,200901,4258
2008/12/17,200812,4667
2008/11/20,200811,4127
2008/10/16,200810,5069
2008/9/18,200809,5559
2008/8/21,200808,6990
2008/7/17,200807,6885
2008/6/19,200806,8069
2008/5/22,200805,8887
2008/4/17,200804,9178
2008/3/20,200803,8171
2008/2/21,200802,7987
2008/1/17,200801,8268
2007/12/20,200712,8026
2007/11/22,200711,8445
2007/10/18,200710,9596
2007/9/20,200709,8999
2007/8/16,200708,8391
2007/7/19,200707,9459
2007/6/21,200706,8799
2007/5/17,200705,8061
2007/4/19,200704,7980
2007/3/22,200703,7843
2007/2/27,200702,7900
2007/1/18,200701,7845
2006/12/21,200612,7649
2006/11/16,200611,7270
2006/10/19,200610,7002
2006/9/21,200609,6926
2006/8/17,200608,6750
2006/7/20,200607,6418
2006/6/22,200606,6413
2006/5/18,200605,6998
2006/4/20,200604,7064
2006/3/16,200603,6519
2006/2/16,200602,6656
2006/1/19,200601,6491
2005/12/22,200512,6497
2005/11/17,200511,6052
2005/10/20,200510,5714
2005/9/22,200509,6009
2005/8/18,200508,6249
2005/7/21,200507,6382
2005/6/16,200506,6290
2005/5/19,200505,5975
2005/4/21,200504,5600
2005/3/17,200503,6011
2005/2/17,200502,6110
2005/1/20,200501,5847
2004/12/16,200412,6001
2004/11/18,200411,6063
2004/10/21,200410,5767
2004/9/16,200409,5835
2004/8/19,200408,5496
2004/7/22,200407,5298
2004/6/17,200406,5576
2004/5/20,200405,5801
2004/4/22,200404,6855
2004/3/18,200403,6586
2004/2/19,200402,6650
2004/1/28,200401,6349
2003/12/18,200312,5736
2003/11/20,200311,5850
2003/10/16,200310,5946
2003/9/18,200309,5744
2003/8/21,200308,5542
2003/7/17,200307,5392
2003/6/19,200306,5031
2003/5/22,200305,4197
2003/4/17,200304,4609
2003/3/20,200303,4578
2003/2/20,200302,4559
2003/1/16,200301,5053
2002/12/19,200212,4492
2002/11/21,200211,4712
2002/10/17,200210,4192
2002/9/19,200209,4491
2002/8/22,200208,4924
2002/7/18,200207,5240
2002/6/20,200206,5306
2002/5/16,200205,5873
2002/4/18,200204,6430
2002/3/21,200203,5989
2002/2/21,200202,5743
2002/1/17,200201,5387
2001/12/20,200112,5179
2001/11/22,200111,4545
2001/10/18,200110,3760
2001/9/20,200109,3693
2001/8/16,200108,4645
2001/7/19,200107,4085
2001/6/21,200106,5040
2001/5/17,200105,5106
2001/4/19,200104,5687
2001/3/22,200103,5636
2001/2/22,200102,5880
2001/1/18,200101,5809
2000/12/21,200012,4810
2000/11/16,200011,5492
2000/10/19,200010,5205
2000/9/21,200009,6807
2000/8/17,200008,8059
2000/7/20,200007,8353
2000/6/22,200006,8616
2000/5/18,200005,9031
2000/4/20,200004,9083
2000/3/16,200003,8349
2000/2/17,200002,10118
2000/1/20,200001,9189
1999/12/16,199912,7885
1999/11/18,199911,7632
1999/10/21,199910,7780
1999/9/16,199909,7901
1999/8/19,199908,7949
1999/7/22,199907,7738
1999/6/17,199906,8208
1999/5/20,199905,7665
1999/4/22,199904,7515
1999/3/18,199903,6795
1999/2/22,199902,6123
1999/1/21,199901,6332
1998/12/17,199812,6695
1998/11/19,199811,7185
1998/10/22,199810,7068
1998/9/17,199809,7036
